t_wall,power_w,sm_mhz,mem_mhz,gpu_util,mem_util,temp_c,power_inst_w
1790280750.512536,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.522600,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.532595,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.542592,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.552597,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.562600,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.572599,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.582599,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.592599,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.602597,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.612598,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.622599,66.594,1695,7601,0.0,0.0,30.0,59.935
1790280750.632600,66.594,1695,7601,0.0,0.0,31.0,59.935
1790280750.642597,66.594,1695,7601,0.0,0.0,31.0,59.935
1790280750.652596,66.594,210,7601,0.0,0.0,31.0,59.935
1790280750.662596,66.594,210,7601,0.0,0.0,30.0,59.935
1790280750.672593,66.707,210,7601,0.0,0.0,30.0,61.277
1790280750.682606,66.707,210,7601,0.0,0.0,30.0,61.277
1790280750.692603,66.707,210,7601,26.0,25.0,30.0,61.277
1790280750.702608,66.707,210,7601,26.0,25.0,30.0,61.277
1790280750.712610,66.707,210,7601,26.0,25.0,30.0,61.277
1790280750.722608,66.707,210,7601,26.0,25.0,31.0,61.277
1790280750.732606,66.707,210,7601,26.0,25.0,31.0,61.277
1790280750.742610,66.707,210,7601,26.0,25.0,31.0,61.277
1790280750.752601,66.707,210,7601,26.0,25.0,31.0,61.277
1790280750.762599,66.707,210,7601,26.0,25.0,31.0,61.277
1790280750.772598,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.782598,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.792595,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.802597,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.812595,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.822697,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.832597,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.842595,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.852594,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.862592,69.539,210,7601,26.0,25.0,31.0,91.404
1790280750.872594,74.744,210,7601,26.0,25.0,31.0,118.361
1790280750.882592,74.744,210,7601,26.0,25.0,31.0,118.361
1790280750.892591,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.902594,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.912592,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.922594,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.932594,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.942595,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.952591,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.962595,74.744,210,7601,99.0,28.0,31.0,118.361
1790280750.972594,78.456,210,7601,99.0,28.0,31.0,100.700
1790280750.982593,78.456,210,7601,99.0,28.0,31.0,100.700
1790280750.992591,78.456,210,7601,99.0,28.0,31.0,100.700
1790280751.002593,78.456,210,7601,99.0,28.0,31.0,100.700
1790280751.012593,78.456,210,7601,99.0,28.0,31.0,100.700
1790280751.022592,78.456,210,7601,99.0,28.0,31.0,100.700
1790280751.032592,78.456,210,7601,99.0,28.0,31.0,100.700
1790280751.042593,78.456,210,7601,99.0,28.0,31.0,100.700
1790280751.052592,78.456,225,7601,99.0,28.0,31.0,100.700
1790280751.062593,78.456,225,7601,99.0,28.0,31.0,100.700
1790280751.072591,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.082592,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.092594,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.102595,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.112593,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.122591,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.132594,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.142594,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.152593,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.162592,81.547,225,7601,99.0,28.0,31.0,100.321
1790280751.172592,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.182591,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.192594,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.202591,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.212593,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.222594,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.232591,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.242593,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.252594,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.262591,78.900,225,7601,99.0,28.0,31.0,101.240
1790280751.272594,78.900,225,7601,99.0,28.0,31.0,100.076
1790280751.282606,83.003,225,7601,99.0,28.0,31.0,100.076
1790280751.292604,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.302609,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.312603,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.322608,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.332608,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.342602,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.352608,83.003,225,7601,80.0,22.0,30.0,100.076
1790280751.362609,83.003,1695,7601,80.0,22.0,30.0,100.076
1790280751.372607,83.003,1695,7601,80.0,22.0,30.0,100.076
1790280751.382608,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.392606,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.402609,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.412608,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.422607,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.432607,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.442606,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.452605,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.462608,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.472607,85.850,1695,7601,80.0,22.0,30.0,91.275
1790280751.482607,85.610,1695,7601,80.0,22.0,30.0,57.177
1790280751.492609,85.610,1695,7601,80.0,22.0,30.0,57.177
1790280751.502602,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.512606,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.522608,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.532606,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.542609,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.552606,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.562606,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.572608,85.610,1695,7601,0.0,0.0,30.0,57.177
1790280751.582608,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.592607,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.602608,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.612602,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.622602,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.632604,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.642604,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.652603,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.662602,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.672604,85.642,1695,7601,0.0,0.0,30.0,60.228
1790280751.682603,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.692604,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.702603,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.712605,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.722603,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.732603,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.742609,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.752606,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.762605,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.772609,85.677,1695,7601,0.0,0.0,30.0,60.310
1790280751.782607,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.792608,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.802607,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.812608,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.822606,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.832607,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.842606,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.852594,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.862602,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.872594,85.584,1695,7601,0.0,0.0,30.0,60.269
1790280751.882602,82.743,1695,7601,0.0,0.0,30.0,60.160
