t_wall,power_w,sm_mhz,mem_mhz,gpu_util,mem_util,temp_c,power_inst_w
1790283742.065495,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.075569,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.085562,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.095556,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.105552,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.115555,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.125555,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.135553,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.145555,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.155554,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.165554,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.175554,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.185554,66.950,1695,7601,0.0,0.0,35.0,60.465
1790283742.195552,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.205555,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.215553,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.225552,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.235553,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.245554,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.255552,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.265552,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.275553,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.285553,66.812,1695,7601,0.0,0.0,35.0,60.909
1790283742.295553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.305553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.315552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.325553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.335552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.345552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.355552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.365553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.375553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.385553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.395555,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.405554,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.415553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.425556,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.435555,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.445553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.455552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.465553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.475552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.485553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.495553,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.505552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.515552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.525552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.535552,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.545554,66.859,1695,7601,0.0,0.0,35.0,60.692
1790283742.555553,66.859,1695,7601,0.0,0.0,35.0,60.692
