t_wall,power_w,sm_mhz,mem_mhz,gpu_util,mem_util,temp_c,power_inst_w
1790282713.038817,61.000,1695,7601,0.0,0.0,32.0,57.339
1790282713.048990,61.000,1695,7601,0.0,0.0,32.0,57.339
1790282713.058895,61.000,1695,7601,0.0,0.0,32.0,57.339
1790282713.068881,61.000,1695,7601,0.0,0.0,32.0,57.339
1790282713.078904,61.000,1695,7601,0.0,0.0,32.0,57.339
1790282713.088903,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.098897,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.108884,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.118891,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.128897,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.138891,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.148905,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.158899,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.168880,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.178883,61.046,1695,7601,0.0,0.0,32.0,57.885
1790282713.188881,61.106,1695,7601,0.0,0.0,32.0,58.005
1790282713.198879,61.106,1695,7601,0.0,0.0,32.0,58.005
1790282713.208878,61.106,1695,7601,1.0,1.0,32.0,58.005
1790282713.218878,61.106,1695,7601,1.0,1.0,32.0,58.005
1790282713.228878,61.106,1695,7601,1.0,1.0,32.0,58.005
1790282713.238878,61.106,1695,7601,1.0,1.0,32.0,58.005
1790282713.248878,61.106,1695,7601,1.0,1.0,32.0,58.005
1790282713.258878,61.106,1695,7601,1.0,1.0,32.0,58.005
1790282713.268876,61.106,645,7601,1.0,1.0,32.0,58.005
1790282713.278879,61.106,645,7601,1.0,1.0,32.0,58.005
1790282713.288878,63.704,645,7601,1.0,1.0,32.0,88.021
1790282713.298877,63.704,645,7601,1.0,1.0,32.0,88.021
1790282713.308879,63.704,645,7601,1.0,1.0,32.0,88.021
1790282713.318878,63.704,645,7601,1.0,1.0,32.0,88.021
1790282713.328878,63.704,645,7601,1.0,1.0,32.0,88.021
1790282713.338880,63.704,645,7601,1.0,1.0,33.0,88.021
1790282713.348878,63.704,645,7601,1.0,1.0,33.0,88.021
1790282713.358876,63.704,645,7601,1.0,1.0,33.0,88.021
1790282713.368877,63.704,1305,7601,1.0,1.0,33.0,88.021
1790282713.378877,63.704,1305,7601,1.0,1.0,33.0,88.021
1790282713.388876,67.105,1305,7601,1.0,1.0,33.0,94.742
1790282713.398876,67.105,1305,7601,1.0,1.0,33.0,94.742
1790282713.408877,67.105,1305,7601,50.0,39.0,33.0,94.742
1790282713.418876,67.105,1305,7601,50.0,39.0,33.0,94.742
1790282713.428878,67.105,1305,7601,50.0,39.0,33.0,94.742
1790282713.438879,67.105,1305,7601,50.0,39.0,33.0,94.742
1790282713.448879,67.105,1305,7601,50.0,39.0,33.0,94.742
1790282713.458884,67.105,1305,7601,50.0,39.0,33.0,94.742
1790282713.468879,67.105,1290,7601,50.0,39.0,33.0,94.742
1790282713.478879,67.105,1290,7601,50.0,39.0,33.0,94.742
1790282713.488879,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.498879,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.508878,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.518878,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.528880,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.538879,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.548879,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.558877,67.246,1290,7601,50.0,39.0,33.0,100.893
1790282713.568878,67.246,1275,7601,50.0,39.0,33.0,100.893
1790282713.578882,67.246,1275,7601,50.0,39.0,33.0,100.893
1790282713.588880,71.524,1275,7601,50.0,39.0,33.0,100.436
1790282713.598879,71.524,1275,7601,50.0,39.0,33.0,100.436
1790282713.608880,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.618878,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.628880,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.638878,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.648877,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.658877,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.668878,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.678878,71.524,1275,7601,57.0,44.0,33.0,100.436
1790282713.688878,75.400,1275,7601,57.0,44.0,33.0,100.026
