t_wall,power_w,sm_mhz,mem_mhz,gpu_util,mem_util,temp_c,power_inst_w
1790280434.554905,67.651,1695,7601,0.0,0.0,36.0,60.881
1790280434.564972,67.651,1695,7601,0.0,0.0,36.0,60.881
1790280434.574968,67.651,1695,7601,0.0,0.0,36.0,60.881
1790280434.584977,67.651,1695,7601,0.0,0.0,36.0,60.881
1790280434.594988,67.651,1695,7601,0.0,0.0,36.0,60.881
1790280434.604985,67.651,1695,7601,0.0,0.0,36.0,60.881
1790280434.614981,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.624978,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.634979,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.644977,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.654977,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.664977,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.674978,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.684977,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.694978,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.704976,67.682,1695,7601,0.0,0.0,36.0,61.454
1790280434.714980,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.724979,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.734976,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.744975,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.754977,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.764975,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.774976,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.784972,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.794976,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.804972,67.602,1695,7601,0.0,0.0,36.0,61.006
1790280434.814973,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.824973,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.834972,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.844972,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.854974,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.864975,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.874976,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.884978,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.894972,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.904972,67.434,1695,7601,0.0,0.0,36.0,61.006
1790280434.914972,65.268,1695,7601,0.0,0.0,36.0,60.992
1790280434.924974,65.268,1695,7601,0.0,0.0,36.0,60.992
1790280434.934973,65.268,1695,7601,0.0,0.0,36.0,60.992
1790280434.944975,65.268,1695,7601,0.0,0.0,36.0,60.992
1790280434.954978,65.268,1695,7601,0.0,0.0,36.0,60.992
1790280434.964975,65.268,1695,7601,0.0,0.0,36.0,60.992
