t_mid,dt_s,energy_bin_j,bytes_bin,flops_bin,flops_bin_v1,weight_bytes_bin,kv_bytes_bin,gemm_flops_bin,attn_flops_bin,prefill_tokens,decode_tokens,n_iters
1789682068.717134,0.2000,103.6449,1.423547e+10,1.599305e+12,1.592787e+12,1.422079e+10,1.468006e+07,1.592728e+12,5.872026e+07,111,1,1
1789682068.917134,0.2000,92.8380,1.432984e+10,9.959239e+12,9.883884e+12,1.422079e+10,1.090519e+08,9.883447e+12,4.362076e+08,691,4,1
1789682069.117135,0.2000,82.0942,2.580315e+11,1.032126e+12,1.032126e+12,2.559742e+11,2.057306e+09,1.023897e+12,8.229224e+09,0,72,18
1789682069.317134,0.2000,80.9671,4.734950e+11,1.893980e+12,1.893980e+12,4.692860e+11,4.208984e+09,1.877144e+12,1.683594e+10,0,132,33
1789682069.517135,0.2000,81.1777,4.740654e+11,1.896262e+12,1.896262e+12,4.692860e+11,4.779409e+09,1.877144e+12,1.911764e+10,0,132,33
1789682069.717134,0.2000,83.1178,4.746379e+11,1.898552e+12,1.898552e+12,4.692860e+11,5.351932e+09,1.877144e+12,2.140773e+10,0,132,33
1789682069.917135,0.2000,93.5857,4.752084e+11,1.900833e+12,1.900833e+12,4.692860e+11,5.922357e+09,1.877144e+12,2.368943e+10,0,132,33
1789682070.117135,0.2000,104.1834,4.613525e+11,1.845410e+12,1.845410e+12,4.550652e+11,6.287262e+09,1.820261e+12,2.514905e+10,0,128,32
1789682070.317135,0.2000,106.6922,4.763324e+11,1.905330e+12,1.905330e+12,4.692860e+11,7.046431e+09,1.877144e+12,2.818572e+10,0,132,33
1789682070.517135,0.2000,106.8805,4.769029e+11,1.907611e+12,1.907611e+12,4.692860e+11,7.616856e+09,1.877144e+12,3.046742e+10,0,132,33
1789682070.717135,0.2000,106.9081,4.428241e+11,3.395110e+12,3.392466e+12,4.408444e+11,1.979711e+09,3.384547e+12,7.918846e+09,118,120,31
1789682070.917135,0.2000,106.7278,4.706030e+11,1.882412e+12,1.882412e+12,4.692860e+11,1.317011e+09,1.877144e+12,5.268046e+09,0,132,33
1789682071.117135,0.2000,106.5195,4.711734e+11,1.884694e+12,1.884694e+12,4.692860e+11,1.887437e+09,1.877144e+12,7.549747e+09,0,132,33
1789682071.317135,0.2000,106.3409,4.717439e+11,1.886975e+12,1.886975e+12,4.692860e+11,2.457862e+09,1.877144e+12,9.831449e+09,0,132,33
1789682071.517135,0.2000,106.0784,4.723143e+11,1.889257e+12,1.889257e+12,4.692860e+11,3.028287e+09,1.877144e+12,1.211315e+10,0,132,33
1789682071.717135,0.2000,106.0186,4.872334e+11,1.948934e+12,1.948934e+12,4.835068e+11,3.726639e+09,1.934027e+12,1.490656e+10,0,136,34
1789682071.917135,0.2000,106.0588,4.734803e+11,1.893921e+12,1.893921e+12,4.692860e+11,4.194304e+09,1.877144e+12,1.677722e+10,0,132,33
1789682072.117135,0.2000,106.3824,4.596747e+11,1.838699e+12,1.838699e+12,4.550652e+11,4.609540e+09,1.820261e+12,1.843816e+10,0,128,32
1789682072.317135,0.2000,106.2524,4.139988e+11,6.593321e+12,6.576388e+12,4.124028e+11,1.595933e+09,6.570004e+12,6.383731e+09,350,112,29
