t_mid,dt_s,energy_bin_j,bytes_bin,flops_bin,flops_bin_v1,prefill_tokens,decode_tokens,n_iters
1785477784.982210,0.2000,32.4918,6.884991e+10,1.219557e+11,1.217795e+11,14,6,6
1785477785.182209,0.2000,32.2340,9.974070e+10,2.199053e+11,2.193013e+11,24,12,7
1785477785.382210,0.2000,32.4807,1.767344e+11,5.988738e+11,5.966303e+11,81,17,5
1785477785.582210,0.2000,33.0003,1.846997e+10,3.056756e+10,3.056756e+10,0,5,1
1785477785.782210,0.2000,32.0368,1.690736e+11,1.138475e+12,1.132390e+12,162,24,3
1785477786.182210,0.2000,31.5174,2.804738e+10,5.508956e+10,5.508956e+10,0,9,1
1785477786.382210,0.2000,29.5767,1.171366e+11,7.827705e+11,7.795324e+11,101,27,2
1785477786.582210,0.2000,30.6612,2.779910e+11,7.341626e+11,7.334579e+11,20,100,7
1785477786.782210,0.2000,34.1553,2.739730e+11,9.244906e+11,9.224307e+11,53,98,6
1785477786.982210,0.2000,37.2959,3.294237e+11,8.332195e+11,8.332195e+11,0,136,8
1785477787.182210,0.2000,42.9531,3.520618e+11,9.994263e+11,9.985762e+11,19,144,8
1785477787.382210,0.2000,48.1369,3.393437e+11,8.838237e+11,8.838237e+11,0,144,8
1785477787.582210,0.2000,50.4116,3.100917e+11,8.722810e+11,8.715061e+11,13,129,7
1785477787.782210,0.2000,51.7747,3.641905e+11,1.075591e+12,1.074420e+12,19,156,8
1785477787.982210,0.2000,52.3792,3.573047e+11,9.842144e+11,9.842144e+11,0,160,8
1785477788.182210,0.2000,52.9428,3.455678e+11,1.169092e+12,1.166525e+12,37,153,7
1785477788.382210,0.2000,54.5114,3.893619e+11,1.249652e+12,1.248301e+12,19,184,8
1785477788.582211,0.2000,55.9861,3.924611e+11,1.281616e+12,1.280064e+12,20,188,8
1785477788.782210,0.2000,57.0096,3.663858e+11,1.367840e+12,1.364513e+12,43,179,7
1785477788.982211,0.2000,57.4483,4.251791e+11,1.663828e+12,1.660463e+12,43,227,8
1785477789.182210,0.2000,58.4535,3.627396e+11,1.251736e+12,1.251736e+12,0,203,7
1785477789.382211,0.2000,58.0802,3.737079e+11,1.499529e+12,1.496591e+12,34,209,7
1785477789.582211,0.2000,58.0835,4.193901e+11,1.482179e+12,1.482179e+12,0,240,8
1785477789.782211,0.2000,58.2437,3.842341e+11,1.767565e+12,1.760879e+12,69,217,7
1785477789.982211,0.2000,58.1876,3.744330e+11,1.385085e+12,1.385085e+12,0,224,7
1785477790.182211,0.2000,58.1434,3.915670e+11,1.873893e+12,1.867328e+12,66,237,7
1785477790.382211,0.2000,58.3961,4.492268e+11,2.400577e+12,2.389908e+12,104,284,8
1785477790.582211,0.2000,59.2495,3.980200e+11,1.887557e+12,1.883244e+12,41,264,7
1785477790.782211,0.2000,60.5245,4.544324e+11,2.130040e+12,2.126646e+12,31,313,8
1785477790.982211,0.2000,61.8569,2.264303e+11,9.910218e+11,9.910218e+11,0,160,4
1785477791.182211,0.2000,62.6076,6.365995e+11,3.370477e+12,3.361718e+12,79,465,11
1785477791.382211,0.2000,63.3404,4.055241e+11,2.102093e+12,2.097702e+12,37,302,7
1785477791.582211,0.2000,63.5030,4.691996e+11,2.524179e+12,2.519345e+12,41,366,8
1785477791.782211,0.2000,63.3964,4.128871e+11,2.537864e+12,2.527938e+12,82,327,7
1785477791.982211,0.2000,63.5200,4.154526e+11,2.507561e+12,2.500302e+12,59,345,7
1785477792.182211,0.2000,63.6692,4.714855e+11,2.484198e+12,2.484198e+12,0,400,8
1785477792.382211,0.2000,63.5647,4.150442e+11,2.356018e+12,2.352560e+12,26,353,7
1785477792.582211,0.2000,63.7558,4.766203e+11,2.810953e+12,2.805438e+12,40,412,8
