t_mid,dt_s,energy_bin_j,bytes_bin,flops_bin,flops_bin_v1,weight_bytes_bin,kv_bytes_bin,gemm_flops_bin,attn_flops_bin,prefill_tokens,decode_tokens,n_iters
1789681527.583632,0.2000,130.2318,3.003587e+11,7.370165e+13,7.337099e+13,2.969520e+11,3.406692e+09,7.334715e+13,2.384685e+10,4836,351,21
1789681527.783633,0.2000,133.5391,2.519980e+11,1.147425e+14,1.142664e+14,2.403897e+11,1.160826e+10,1.141851e+14,8.125782e+10,7012,1063,17
1789681527.983633,0.2000,134.6588,4.478447e+11,2.758578e+13,2.758396e+13,4.242171e+11,2.362756e+10,2.741857e+13,1.653929e+11,20,1919,30
1789681528.183633,0.2000,133.9114,4.813189e+11,2.916164e+13,2.916164e+13,4.524983e+11,2.882064e+10,2.895989e+13,2.017444e+11,0,2048,32
1789681528.383633,0.2000,133.7102,4.393615e+11,2.770478e+13,2.769427e+13,4.100766e+11,2.928489e+10,2.748927e+13,2.049942e+11,90,1854,29
1789681528.583633,0.2000,134.4118,4.728751e+11,2.828250e+13,2.828238e+13,4.383577e+11,3.451742e+10,2.804075e+13,2.416219e+11,0,1983,31
1789681528.783633,0.2000,129.3963,4.137383e+11,2.769928e+13,2.767045e+13,3.817954e+11,3.194290e+10,2.744685e+13,2.236003e+11,217,1724,27
1789681528.983633,0.2000,126.0001,4.316590e+11,2.688986e+13,2.687676e+13,3.959360e+11,3.572302e+10,2.662670e+13,2.500611e+11,93,1790,28
1789681529.183633,0.2000,124.9827,4.807097e+11,2.842308e+13,2.842206e+13,4.383577e+11,4.235198e+10,2.812560e+13,2.964639e+11,6,1983,31
1789681529.383633,0.2000,124.8860,3.414849e+11,7.586336e+13,7.527090e+13,3.110926e+11,3.039232e+10,7.505815e+13,2.127462e+11,3918,1390,22
1789681529.583633,0.2000,129.3431,1.987387e+11,1.021003e+14,1.013792e+14,1.838274e+11,1.491128e+10,1.012748e+14,1.043789e+11,6382,780,13
1789681529.783633,0.2000,137.2057,4.516212e+11,5.958671e+13,5.937012e+13,4.242171e+11,2.740401e+10,5.917829e+13,1.918281e+11,2267,1918,30
1789681529.983633,0.2000,139.4832,4.238419e+11,2.649070e+13,2.648266e+13,3.959360e+11,2.790588e+10,2.628732e+13,1.953412e+11,70,1789,28
1789681530.183633,0.2000,140.7041,4.876837e+11,3.098978e+13,3.097376e+13,4.524983e+11,3.518536e+10,3.072746e+13,2.462975e+11,127,2046,32
1789681530.383633,0.2000,142.0898,4.750799e+11,2.924013e+13,2.923109e+13,4.383577e+11,3.672218e+10,2.897403e+13,2.570553e+11,68,1981,31
1789681530.583633,0.2000,139.3106,4.470676e+11,2.906103e+13,2.903500e+13,4.100766e+11,3.699101e+10,2.877606e+13,2.589371e+11,181,1854,29
1789681530.783633,0.2000,132.9203,4.494448e+11,3.469538e+13,3.460889e+13,4.100766e+11,3.936826e+10,3.433331e+13,2.755778e+11,576,1852,29
1789681530.983634,0.2000,132.5650,4.374604e+11,4.346450e+13,4.326387e+13,3.959360e+11,4.152440e+10,4.297320e+13,2.906708e+11,1249,1790,28
1789681531.183633,0.2000,133.5563,4.390101e+11,2.853501e+13,2.849782e+13,3.959360e+11,4.307406e+10,2.819630e+13,3.015184e+11,215,1779,28
1789681531.383634,0.2000,131.7195,3.071280e+11,6.498736e+13,6.458052e+13,2.828114e+11,2.431661e+10,6.441030e+13,1.702163e+11,3303,1252,20
1789681531.583633,0.2000,130.3959,4.119685e+11,3.496793e+13,3.492631e+13,3.959360e+11,1.603246e+10,3.481409e+13,1.122273e+11,680,1782,28
1789681531.783634,0.2000,130.6309,4.283496e+11,3.219995e+13,3.217045e+13,4.100766e+11,1.827301e+10,3.204254e+13,1.279111e+11,415,1851,29
1789681531.983634,0.2000,130.8340,4.158477e+11,3.298836e+13,3.294551e+13,3.959360e+11,1.991167e+10,3.280613e+13,1.393817e+11,531,1789,28
1789681532.183634,0.2000,129.0338,4.630789e+11,2.975088e+13,2.974098e+13,4.383577e+11,2.472123e+10,2.956794e+13,1.730486e+11,111,1980,31
1789681532.383634,0.2000,130.0437,4.806611e+11,3.036793e+13,3.035898e+13,4.524983e+11,2.816279e+10,3.016184e+13,1.971395e+11,88,2045,32
1789681532.583634,0.2000,131.3658,4.365585e+11,3.219852e+13,3.215721e+13,4.100766e+11,2.648192e+10,3.197183e+13,1.853734e+11,411,1850,29
1789681532.783634,0.2000,130.5943,4.657654e+11,3.052617e+13,3.050924e+13,4.383577e+11,2.740768e+10,3.031739e+13,1.918538e+11,166,1978,31
1789681532.983634,0.2000,129.5775,4.363869e+11,3.977466e+13,3.967879e+13,4.100766e+11,2.631034e+10,3.949462e+13,1.841724e+11,947,1846,29
1789681533.183634,0.2000,131.5613,2.871595e+11,6.408433e+13,6.371957e+13,2.686709e+11,1.848862e+10,6.359015e+13,1.294204e+11,3301,1196,19
1789681533.383634,0.2000,136.9391,2.309211e+11,2.054339e+14,2.036569e+14,2.121086e+11,1.881250e+10,2.035252e+14,1.316875e+11,13472,921,15
1789681533.583634,0.2000,142.1083,4.518074e+11,3.215815e+13,3.209426e+13,4.100766e+11,4.173083e+10,3.180215e+13,2.921158e+11,399,1850,29
1789681533.783634,0.2000,143.6583,4.218922e+11,3.829066e+13,3.813499e+13,3.817954e+11,4.009676e+10,3.785431e+13,2.806773e+11,955,1722,27
1789681533.983634,0.2000,144.0374,4.545140e+11,3.196533e+13,3.190110e+13,4.100766e+11,4.443747e+10,3.159004e+13,3.110623e+11,382,1852,29
1789681534.183634,0.2000,141.9140,4.724668e+11,2.929239e+13,2.926936e+13,4.242171e+11,4.824970e+10,2.893161e+13,3.377479e+11,129,1917,30
1789681534.383634,0.2000,137.5428,4.587254e+11,3.340519e+13,3.331635e+13,4.100766e+11,4.864881e+10,3.297581e+13,3.405417e+11,480,1852,29
1789681534.583634,0.2000,131.7464,4.599796e+11,3.022142e+13,3.017179e+13,4.100766e+11,4.990304e+10,2.982247e+13,3.493213e+11,258,1851,29
1789681534.783634,0.2000,130.3026,4.627248e+11,4.470929e+13,4.445884e+13,4.100766e+11,5.264821e+10,4.409030e+13,3.685375e+11,1266,1852,29
1789681534.983634,0.2000,131.2282,4.463207e+11,3.473837e+13,3.461530e+13,3.959360e+11,5.038473e+10,3.426261e+13,3.526931e+11,641,1782,28
1789681535.183634,0.2000,133.5511,3.383434e+11,7.079086e+13,7.041283e+13,3.110926e+11,2.725079e+10,7.022208e+13,1.907555e+11,3586,1380,22
1789681535.383635,0.2000,136.6095,4.317875e+11,2.803325e+13,2.802304e+13,4.100766e+11,2.171090e+10,2.787107e+13,1.519763e+11,120,1851,29
1789681535.583634,0.2000,136.7768,4.316627e+11,4.323729e+13,4.313844e+13,4.100766e+11,2.158612e+10,4.298734e+13,1.511028e+11,1191,1849,29
1789681535.783635,0.2000,138.7411,4.336794e+11,3.795133e+13,3.787812e+13,4.100766e+11,2.360279e+10,3.771290e+13,1.652195e+11,815,1852,29
1789681535.983634,0.2000,138.1592,4.807143e+11,2.968459e+13,2.968060e+13,4.524983e+11,2.821600e+10,2.948309e+13,1.975120e+11,39,2046,32
1789681536.183635,0.2000,137.4865,4.822016e+11,3.033653e+13,3.032734e+13,4.524983e+11,2.970327e+10,3.011942e+13,2.079229e+11,87,2043,32
1789681536.383635,0.2000,134.0580,4.080241e+11,3.462188e+13,3.454519e+13,3.817954e+11,2.622869e+10,3.436159e+13,1.836008e+11,709,1721,27
1789681536.583635,0.2000,133.7205,4.226941e+11,5.506365e+13,5.484062e+13,3.959360e+11,2.675809e+10,5.465331e+13,1.873066e+11,2081,1784,28
1789681536.783635,0.2000,134.5107,4.393541e+11,3.584287e+13,3.576848e+13,4.100766e+11,2.927755e+10,3.556354e+13,2.049429e+11,669,1846,29
1789681536.983635,0.2000,134.4631,2.854538e+11,9.107337e+13,9.057472e+13,2.686709e+11,1.678298e+10,9.045724e+13,1.174809e+11,5205,1192,19
1789681537.183635,0.2000,136.7642,4.523221e+11,4.933995e+13,4.917968e+13,4.242171e+11,2.810498e+10,4.898294e+13,1.967349e+11,1549,1915,30
