t_mid,dt_s,energy_bin_j,bytes_bin,flops_bin,flops_bin_v1,weight_bytes_bin,kv_bytes_bin,gemm_flops_bin,attn_flops_bin,prefill_tokens,decode_tokens,n_iters
1789681656.607327,0.2000,108.2238,4.980023e+11,9.974349e+11,9.965540e+11,4.977276e+11,2.747269e+08,9.954551e+11,1.098908e+09,35,35,35
1789681656.807327,0.2000,108.2256,4.981617e+11,4.994640e+11,4.994640e+11,4.977276e+11,4.341105e+08,4.977276e+11,1.736442e+09,0,35,35
1789681657.007327,0.2000,108.1405,4.983211e+11,5.001015e+11,5.001015e+11,4.977276e+11,5.934940e+08,4.977276e+11,2.373976e+09,0,35,35
1789681657.207327,0.2000,108.2440,4.984804e+11,5.007391e+11,5.007391e+11,4.977276e+11,7.528776e+08,4.977276e+11,3.011510e+09,0,35,35
1789681657.407327,0.2000,108.2325,4.843918e+11,4.870468e+11,4.870468e+11,4.835068e+11,8.849981e+08,4.835068e+11,3.539993e+09,0,34,34
1789681657.607327,0.2000,108.3409,4.988013e+11,5.020225e+11,5.020225e+11,4.977276e+11,1.073742e+09,4.977276e+11,4.294967e+09,0,35,35
1789681657.807327,0.2000,108.3944,4.989607e+11,5.026601e+11,5.026601e+11,4.977276e+11,1.233125e+09,4.977276e+11,4.932502e+09,0,35,35
1789681658.007328,0.2000,108.0597,4.840269e+11,7.418801e+11,7.415613e+11,4.835068e+11,5.200937e+08,7.394810e+11,2.080375e+09,19,33,34
1789681658.207327,0.2000,107.5521,4.980233e+11,4.989104e+11,4.989104e+11,4.977276e+11,2.956984e+08,4.977276e+11,1.182794e+09,0,35,35
1789681658.407328,0.2000,107.5005,4.981827e+11,4.995479e+11,4.995479e+11,4.977276e+11,4.550820e+08,4.977276e+11,1.820328e+09,0,35,35
1789681658.607327,0.2000,107.4934,4.983420e+11,5.001854e+11,5.001854e+11,4.977276e+11,6.144655e+08,4.977276e+11,2.457862e+09,0,35,35
1789681658.807328,0.2000,107.5791,4.985077e+11,5.008481e+11,5.008481e+11,4.977276e+11,7.801405e+08,4.977276e+11,3.120562e+09,0,35,35
1789681659.007328,0.2000,107.8888,4.986671e+11,5.014857e+11,5.014857e+11,4.977276e+11,9.395241e+08,4.977276e+11,3.758096e+09,0,35,35
1789681659.207328,0.2000,108.2582,4.845721e+11,4.877682e+11,4.877682e+11,4.835068e+11,1.065353e+09,4.835068e+11,4.261413e+09,0,34,34
1789681659.407328,0.2000,108.3854,4.986503e+11,9.285623e+11,9.280422e+11,4.977276e+11,9.227469e+08,9.243512e+11,3.690988e+09,31,34,35
1789681659.607328,0.2000,108.1545,4.837878e+11,4.846309e+11,4.846309e+11,4.835068e+11,2.810184e+08,4.835068e+11,1.124073e+09,0,34,34
1789681659.807328,0.2000,107.9219,4.981743e+11,4.995143e+11,4.995143e+11,4.977276e+11,4.466934e+08,4.977276e+11,1.786774e+09,0,35,35
1789681660.007328,0.2000,108.0142,4.840940e+11,4.858556e+11,4.858556e+11,4.835068e+11,5.872026e+08,4.835068e+11,2.348810e+09,0,34,34
1789681660.207328,0.2000,108.0773,4.984888e+11,5.007726e+11,5.007726e+11,4.977276e+11,7.612662e+08,4.977276e+11,3.045065e+09,0,35,35
1789681660.407328,0.2000,108.0303,4.844044e+11,4.870971e+11,4.870971e+11,4.835068e+11,8.975811e+08,4.835068e+11,3.590324e+09,0,34,34
1789681660.607328,0.2000,108.2153,4.984595e+11,1.027781e+12,1.026824e+12,4.977276e+11,7.319060e+08,1.023897e+12,2.927624e+09,38,34,35
1789681660.807328,0.2000,107.7935,4.838339e+11,4.848154e+11,4.848154e+11,4.835068e+11,3.271557e+08,4.835068e+11,1.308623e+09,0,34,34
1789681661.007328,0.2000,107.4566,4.982225e+11,4.997073e+11,4.997073e+11,4.977276e+11,4.949279e+08,4.977276e+11,1.979711e+09,0,35,35
1789681661.207328,0.2000,107.3661,4.983819e+11,5.003448e+11,5.003448e+11,4.977276e+11,6.543114e+08,4.977276e+11,2.617246e+09,0,35,35
1789681661.407328,0.2000,107.3646,4.842953e+11,4.866609e+11,4.866609e+11,4.835068e+11,7.885292e+08,4.835068e+11,3.154117e+09,0,34,34
1789681661.607328,0.2000,107.0903,4.986965e+11,5.016031e+11,5.016031e+11,4.977276e+11,9.688842e+08,4.977276e+11,3.875537e+09,0,35,35
1789681661.807328,0.2000,107.7884,4.846015e+11,4.878856e+11,4.878856e+11,4.835068e+11,1.094713e+09,4.835068e+11,4.378853e+09,0,34,34
1789681662.007329,0.2000,107.9358,4.990152e+11,5.028782e+11,5.028782e+11,4.977276e+11,1.287651e+09,4.977276e+11,5.150605e+09,0,35,35
1789681662.207328,0.2000,107.7678,4.838465e+11,1.097467e+12,1.096360e+12,4.835068e+11,3.397386e+08,1.095001e+12,1.358954e+09,44,33,34
1789681662.407329,0.2000,107.3882,4.839430e+11,4.852516e+11,4.852516e+11,4.835068e+11,4.362076e+08,4.835068e+11,1.744830e+09,0,34,34
1789681662.607328,0.2000,107.5808,4.983336e+11,5.001519e+11,5.001519e+11,4.977276e+11,6.060769e+08,4.977276e+11,2.424308e+09,0,35,35
1789681662.807329,0.2000,107.4420,4.984951e+11,5.007978e+11,5.007978e+11,4.977276e+11,7.675576e+08,4.977276e+11,3.070231e+09,0,35,35
1789681663.007329,0.2000,107.5693,4.844086e+11,4.871139e+11,4.871139e+11,4.835068e+11,9.017754e+08,4.835068e+11,3.607101e+09,0,34,34
1789681663.207329,0.2000,107.7594,4.988139e+11,5.020729e+11,5.020729e+11,4.977276e+11,1.086325e+09,4.977276e+11,4.345299e+09,0,35,35
1789681663.407329,0.2000,108.1611,4.847147e+11,4.883386e+11,4.883386e+11,4.835068e+11,1.207960e+09,4.835068e+11,4.831838e+09,0,34,34
1789681663.607329,0.2000,108.2313,4.985014e+11,8.140662e+11,8.136803e+11,4.977276e+11,7.738491e+08,8.105849e+11,3.095396e+09,23,34,35
