t_wall,power_w,sm_mhz,mem_mhz,gpu_util,mem_util,temp_c,power_inst_w
1790283944.989802,63.795,1695,7601,0.0,0.0,33.0,59.589
1790283944.999881,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.009870,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.019866,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.029872,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.039864,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.049866,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.059866,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.069861,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.079861,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.089862,63.795,1695,7601,0.0,0.0,35.0,59.589
1790283945.099858,63.795,1695,7601,0.0,0.0,35.0,59.589
1790283945.109858,63.795,1695,7601,0.0,0.0,35.0,59.589
1790283945.119859,63.795,1695,7601,0.0,0.0,34.0,59.589
1790283945.129858,63.795,210,7601,0.0,0.0,34.0,59.589
1790283945.139858,63.795,210,7601,0.0,0.0,34.0,59.589
1790283945.149862,65.341,210,7601,0.0,0.0,34.0,76.689
1790283945.159861,65.341,210,7601,0.0,0.0,34.0,76.689
1790283945.169861,65.341,210,7601,94.0,35.0,34.0,76.689
1790283945.179861,65.341,210,7601,94.0,35.0,34.0,76.689
1790283945.189859,65.341,210,7601,94.0,35.0,34.0,76.689
1790283945.199864,65.341,210,7601,94.0,35.0,34.0,76.689
1790283945.209861,65.341,210,7601,94.0,35.0,34.0,76.689
1790283945.219862,65.341,210,7601,94.0,35.0,34.0,76.689
1790283945.229861,65.341,225,7601,94.0,35.0,34.0,76.689
1790283945.239861,65.341,225,7601,94.0,35.0,34.0,76.689
1790283945.249858,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.259857,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.269857,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.279857,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.289857,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.299860,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.309842,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.319869,70.469,225,7601,94.0,35.0,34.0,116.082
1790283945.329870,70.469,210,7601,94.0,35.0,34.0,116.082
1790283945.339864,70.469,210,7601,94.0,35.0,34.0,116.082
1790283945.349866,73.926,210,7601,94.0,35.0,34.0,99.252
1790283945.359864,73.926,210,7601,94.0,35.0,34.0,99.252
1790283945.369863,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.379868,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.389867,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.399863,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.409864,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.419864,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.429865,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.439862,73.926,210,7601,98.0,22.0,34.0,99.252
1790283945.449861,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.459864,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.469862,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.479861,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.489862,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.499864,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.509864,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.519861,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.529865,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.539864,77.420,210,7601,98.0,22.0,34.0,98.420
1790283945.549862,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.559865,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.569865,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.579865,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.589862,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.599865,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.609863,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.619864,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.629864,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.639861,79.380,210,7601,98.0,22.0,34.0,98.372
1790283945.649864,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.659861,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.669863,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.679860,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.689860,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.699858,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.709859,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.719861,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.729862,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.739859,80.471,210,7601,98.0,22.0,34.0,98.323
1790283945.749861,80.471,210,7601,98.0,22.0,34.0,98.810
1790283945.759865,84.037,210,7601,98.0,22.0,34.0,98.810
1790283945.769864,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.779865,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.789864,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.799864,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.809864,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.819864,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.829863,84.037,210,7601,98.0,23.0,34.0,98.810
1790283945.839858,84.037,225,7601,98.0,23.0,34.0,98.810
